name,id,level,1_country_id,1_country,2_district_id,2_district,3_chiefdom_id,3_chiefdom
Gbonkonka CHP,v2vi8UaIYlo,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,hRZOIgQ0O1m,Libeisaygahun
Gbonkonlenken,P69SId31eDp,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Gbotima MCHP,i7qaYfmGVDr,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Gboyama CHC,k1Y0oNqPlmy,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,ARZ4y5i4reU,Wonde
Gbuihun MCHP,DA2BEQMhv9B,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nV3OkyzF4US,Kori
Geima CHP,ZzdTFqWrlDa,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,myQ4q1W6B4y,Dama
Gelehun MCHP,FZxJ0KST9jn,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,vzup1f6ynON,Small Bo
Gendema MCHP,W3t0pSZLtrC,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,X7dWcGerQIm,Wandor
Geoma Jagor CHC,FbD5Z8z22Yb,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,NqWaKXcg01b,Sowa
George Brook Health Centre,U514Dz4v9pv,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Gerehun CHC,TSyzvBiovKh,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Gibena MCHP,ywNG86IY4Ve,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,QwMiPiME3bA,Kpanga Kabonde
Giema (Luawa) MCHP,vPKxHJ1og0r,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Ginger Hall Health Centre,m0XorV4WWg0,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Gissiwolo MCHP,AekX8HBymng,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,BD9gU0GKlr2,Makpele
Gloucester CHP,HTDuY3uxj6u,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Goderich Health Centre,dQggcljEImF,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Goderich MI Room,HAqUY00X9N5,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Gods Favour health Center,RaQGHRti7JM,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Gofor CHP,lf7FRlrchg3,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,BD9gU0GKlr2,Makpele
Golu MCHP,azRICFoILuh,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Gondama (Kamaje) CHP,E4jn4059Y1x,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,LsYpCyYxSLY,Kamaje
Gondama MCHP,fRV3Fhz1IP8,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,DBs6e2Oxaj1,Upper Banta
Gondama (Nimikoro) MCHP,ObJjzhhBkfy,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,DmaLM8WYmWv,Nimikoro
Gondama (Tikonko) CHC,jhtj3eQa1pM,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,sxRd2XOzFbz,Tikonko
Gorahun CHC,QpRIPul20Sb,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,l7pFejMtUoF,Tunkia
Gorama Kono,GWTIxJO9pRo,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Gorama Mende,KXSqt7jv6DU,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Govt. Hosp. Bonthe,NnQpISrLYWZ,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,ENHOJz3UH5L,BMC
Govt. Hospital,ZvX8lXd1tYs,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,JdqfYTIFZXN,Maforki
Govt. Hospital Moyamba,U8uqyDAu5bH,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,USQdmvrHh1Q,Kaiyamba
Govt. Hosp. Kenema,djMCTPYvltl,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Govt. Hosp. Makeni,GQcsUZf81vP,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,KKkLOTpMXGV,Bombali Sebora
Govt. Hosp. Pujehun,STv4PP4Hiyl,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,QwMiPiME3bA,Kpanga Kabonde
Govt. Medical Hospital,xmZNDeO0qCR,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,cM2BKSrj9F9,Luawa
Grafton MCHP,vAdMjyOspGL,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Grassfield CHC,lL2LBkhlsmV,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Grey Bush CHC,JZraNIfZ5JM,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Griema MCHP,KR0jLuFOB3d,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,sxRd2XOzFbz,Tikonko
Grima CHP,NLN0MvWv9tl,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,npWGUj37qDe,Valunia
Grima Jou MCHP,xATvj8pdYoT,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,DxAPPqXvwLy,Peje Bongre
Guala MCHP,ARAZtL7Bdpy,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,QlCIp2S9NHs,Dodo
Hamdalai MCHP,HDOnfLXKkYs,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,iEkBZnMDarP,Folosaba Dembelia
Hamilton MCHP,oolcy5HBlMy,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Handicap Clinic,DSBXsRQSXUW,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,TQkG0sX9nca,Gbense
Hangha CHC,g10jm7jPdzf,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Harvest Time MCHP,VrDA0Hn4Xc6,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Hastings Health Centre,zQpYVEyAM2t,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Helegombu MCHP,DxguTiXvIJu,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,x4HaBHHwBML,Malegohun
Heremakono MCHP,UCwtaCrNUls,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,EZPwuUTeIIG,Wara Wara Yagala
Hill Station MCHP,AKvgfYx5WZq,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Hima MCHP,l2kZRcJjomr,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,kU8vhUkAGaT,Lugbu
Hinistas CHC,g5lonXJ9ndA,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,NNE0YMCDZkO,Yoni
Holy Mary Clinic,LV2b3vaLRl1,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Holy Mary Hospital,jk1TtiBM5hz,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
Hunduwa CHP,J1x66stNjk2,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,eV4cuxniZgP,Magbaimba Ndowahun
Imperi,XEyIRFd9pct,3,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,,
Iscon CHP,wjFsUXI1MlO,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Jaiama Bongor,daJPPxtIrQn,3,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,,
Jaiama Sewafe CHC,W7ekX3gi0ut,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,qgQ49DH9a0v,Nimiyama
Jangalor MCHP,qzm5ww3U0vz,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,XEyIRFd9pct,Imperi
Jao MCHP,t7bcrWLjL1m,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,l7pFejMtUoF,Tunkia
Jawi,KSdZwrU7Hh6,3,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,,
Jembe CHC,Umh4HKqqFp6,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Jendema CHC,QzPf0qKBU4n,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,d9iMR1MpuIO,Soro-Gbeima
Jenneh MCHP,ndan8zClk4E,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,LfTkc0S4b5k,Upper Bambara
Jenner Wright Clinic,cZtKKa9eJZ3,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Jimmi CHC,vELbGdEphPd,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,zFDYIgyGmXG,Bargbo
John Thorpe MCHP,DplgrYeRIZ1,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Jojoima CHC,DvzKyuC0G4w,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,GE25DpSrqpB,Malema
Jokibu MCHP,f7yRhIeFn1k,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,pmxZm7klXBy,Peje West
Jong,VCtF1DbspR5,3,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,,
Jormu CHP,m3QGt8fY3L0,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,KIUCimTXf8Q,Nongowa
Jormu MCHP,RzgSFJ9E46G,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Joru CHC,cw0Wm1QTHRq,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,eROJsBwxQHt,Gaura
Juba M I Room,PysJIi3VIol,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
Jui CHP,VH8vOjm0l8w,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,EYt6ThQDagn,Koya (kenema)
Juma MCHP,V6QWyB0KqvP,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,nV3OkyzF4US,Kori
Junctionla MCHP,QCnJDmNjQy0,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VCtF1DbspR5,Jong
Kabaima MCHP,EQUwHqZOb5L,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,RndxKqQGzUl,Dasse
Kabati CHP,Xk2fvz4aTBU,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,VCtF1DbspR5,Jong
Kabba Ferry MCHP,TWMVxJANJeU,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kabombeh MCHP,CbIWQQoWcLc,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Kabonka MCHP,wfGRNqXqf92,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Kafe Simira,BmYyh9bZ0sr,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kaffu Bullom,vn9KJsLyP5f,3,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,,
Kagbaneh CHP,duGLGssecoD,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kagbankona MCHP,OjTS752GbZE,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kagbanthama CHP,ZZmMpGIE7pD,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,TA7NvKjsn4A,Bureh Kasseh Maconteh
Kagbasia MCHP,T3iVyvrCpZ0,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,vEvs2ckGNQj,Kasonko
Kagbere CHC,TjZwphhxCuV,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,eV4cuxniZgP,Magbaimba Ndowahun
Kagbo MCHP,OTlKtnhvEm1,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Kagboray MCHP,Sglj9VCoQmc,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kagbulor CHP,n3MRjKtwr3O,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Kailahun,jUb8gELQApl,2,ImspTQPwCqd,Sierra Leone,,,,
Kaimunday CHP,hpXXBtRXXSd,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,hRZOIgQ0O1m,Libeisaygahun
Kainkordu CHC,KKoPh1lDd9j,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,iGHlidSFdpu,Soa
Kaiyamba,USQdmvrHh1Q,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Kakoya MCHP,NJolnlvYgLr,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,XrF5AvaGcuw,Wara Wara Bafodia
Kakua,U6Kr7Gtpidn,3,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,,
Kalainkay MCHP,OGaAWQD6SYs,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,xGMGhjA3y6J,Mambolo
Kalangba BKM MCHP,nYiOoF2nXIr,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,TA7NvKjsn4A,Bureh Kasseh Maconteh
Kalangba CHC,aSxNNRxPuBP,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,HWjrSuoNPte,Sanda Magbolonthor
Kalangba MCHP,UqXSUMp19FB,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Kalansogoia,smoyi1iYNK6,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kaliyereh MCHP,oDAoqMWcsJQ,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,PaqugoqjRIj,Sulima (Koinadugu)
Kamabai CHC,mt47bcb0Rcj,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kamabaio MCHP,OwHjzJEVEUN,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kamadu Sokuralla MCHP,iqd7BiRHor0,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,VGAFxBXz16y,Sengbeh
Kamagbewu MCHP,b7YDjQ6DBzt,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Kamaje,LsYpCyYxSLY,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Kamakwie MCHP,KnU2XHRvyiX,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kamalo CHC,HNv1aLPdMYb,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,WXnNDWTiE9r,Sanda Loko
Kamara,kvkDWg42lHR,3,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,,
Kamaranka CHC,bSj2UnYhTFb,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,e1eIKM1GIF3,Gbanti Kamaranka
kamaron CHP,F9zWBqG5Pmi,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,Lt8U7GVWvSR,Diang
kamaron MCHP,eCfxBe1lnxb,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,OTFepb1k9Db,Mongo
Kamasaypana MCHP,e4P2zTzM7gQ,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,smoyi1iYNK6,Kalansogoia
Kamasikie MCHP,ZxuSbAmsLCn,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kamasondo CHC,zuXW98AEbE7,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,Pc3JTyqnsmL,Buya Romende
Kamassasa CHC,inpc5QsFRTm,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Kamawornie CHP,wO4z5Aqo0hf,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kambama CHP,mYMJHVqdBKt,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,KSdZwrU7Hh6,Jawi
kamba mamudia,zO5hgxxfU4T,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,iEkBZnMDarP,Folosaba Dembelia
Kamba Mamudia MCHP,DF76ZjQtFSg,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,iEkBZnMDarP,Folosaba Dembelia
Kamba MCHP,cJ7omISg7gG,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,QywkxFudXrC,Magbema
Kambawama MCHP,GjWQK6UA4FO,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,ARZ4y5i4reU,Wonde
Kambia,PMa2VCrupOd,2,ImspTQPwCqd,Sierra Leone,,,,
Kambia CHP,UUgajyaViT7,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,e1eIKM1GIF3,Gbanti Kamaranka
Kambia GH,N7mHLD3ljYc,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,QywkxFudXrC,Magbema
Kambia Makama CHP,kO9xe2HCovK,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,PrJQHI6q7w2,Tainkatopa Makama Safrokoh 
Kamboma MCHP,PyLBGdbzdEo,4,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,hdEuw2ugkVF,Lower Bambara
Kamiendor MCHP,hHKKi9WNoBG,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,EjnIQNVAXGp,Mafindor
Kandu Lepiema,K1r3uF6eZ8n,3,ImspTQPwCqd,Sierra Leone,kJq2mPyFEHo,Kenema,,
Kanekor MCHP,tXL6C7P0ObJ,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,ajILkI0cfxn,Gbane
Kangahun CHC,wUmVUKhnPuy,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,USQdmvrHh1Q,Kaiyamba
Kanga (LB) MCHP,AFi1GjbeejL,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,W5fN3G6y1VI,Lower Banta
Kangama CHP,PSjKMcPGUvA,4,ImspTQPwCqd,Sierra Leone,jUb8gELQApl,Kailahun,j0Mtr3xTMjM,Kissi Teng
Kangama (Kangama) CHP,pYr0Kcy93M2,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,GWTIxJO9pRo,Gorama Kono
Kanga MCHP,IpA5FViU8tk,4,ImspTQPwCqd,Sierra Leone,lc3eMKXaEfw,Bonthe,cgOy0hRMGu9,Sogbini
Kania (Masungbala) MCHP,RNGpZqutw3Y,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,FlBemv1NfEC,Masungbala
Kania MCHP,AGrsLyKWrVX,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,Lt8U7GVWvSR,Diang
Kanikay MCHP,nDwbwJZQUYU,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kaniya MCHP,CTOMXJg41hz,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,BGGmAwx33dj,Bumpe Ngao
Kanku Bramaia MCHP,u3rHGQGLLP7,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,kbPmt60yi0L,Bramaia
Kantia CHP,KGN2jvZ0GJy,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,HWjrSuoNPte,Sanda Magbolonthor
Kapethe MCHP,GhDwjKv07iC,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Kaponkie MCHP,Crgx572DnXR,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Kareneh MCHP,YBZcWphXQ99,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,ZiOVcrSjSYe,Dibia
Kargboro,Z9QaI6sxTwW,3,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,,
Karina MCHP,ObV5AR1NECl,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Karleh MCHP,AlG0apJE5cm,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,kU8vhUkAGaT,Lugbu
Karlu CHC,K00jR5dmoFZ,4,ImspTQPwCqd,Sierra Leone,bL4ooGhyHRQ,Pujehun,pk7bUK5c1Uf,Ya Kpukumu Krim
Kasanikoro MCHP,jj1MhWhHqta,4,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,vEvs2ckGNQj,Kasonko
Kasongha MCHP,OqBiNJjKQAu,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,vn9KJsLyP5f,Kaffu Bullom
Kasonko,vEvs2ckGNQj,3,ImspTQPwCqd,Sierra Leone,qhqAxPSTUXp,Koinadugu,,
Kasoria MCHP,wP1zsnNxbSE,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Kassama MCHP,yh1PrRTboyg,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,sxRd2XOzFbz,Tikonko
Kasse MCHP,cJkZLwhL8RP,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,zFDYIgyGmXG,Bargbo
Kathanta Bana MCHP,pmzk0ho80aA,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,L8iA6eLwKNb,Paki Masabong
Kathanta Yimbor CHC,NjyJYiIuKIG,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,j43EZb15rjI,Sella Limba
Katherie MCHP,MPUiud3BYRq,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,y5X4mP5XylL,Tonko Limba
Kathombo MCHP,yEU926iVAJJ,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,smoyi1iYNK6,Kalansogoia
Katick MCHP,Zp2Yi4j2AAH,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,EfWCa0Cc8WW,Masimera
Katongha MCHP,BDBXHeASwHl,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,fRLX08WHWpL,Lokomasama
Kawaya MCHP,qMbxFg9McOF,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,jPidqyo7cpF,Bagruwa
Kawengha MCHP,rwgK8TkRwHl,4,ImspTQPwCqd,Sierra Leone,TEQlaapDQoK,Port Loko,TA7NvKjsn4A,Bureh Kasseh Maconteh
Kawula CHP,etrIik4vsBQ,4,ImspTQPwCqd,Sierra Leone,PMa2VCrupOd,Kambia,FlBemv1NfEC,Masungbala
Kayasie MCHP,dczh6Jfd4no,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,XG8HGAbrbbL,Safroko Limba
Kayima CHC,k8ZPul89UDm,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,g5ptsn0SFX8,Sandor
Kayongoro MCHP,tEgxbwwrwUd,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,fwH9ipvXde9,Biriwa
Kemedugu MCHP,QMnoFLTLpkY,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,smoyi1iYNK6,Kalansogoia
Kenema,kJq2mPyFEHo,2,ImspTQPwCqd,Sierra Leone,,,,
Kenema Gbandoma MCHP,s7SLtx8wmRA,4,ImspTQPwCqd,Sierra Leone,jmIPBj66vD6,Moyamba,RndxKqQGzUl,Dasse
Kensay MCHP,UjusePB4jmP,4,ImspTQPwCqd,Sierra Leone,Vth0fbpFcsO,Kono,M2qEv692lS6,Tankoro
Kent CHP,lELJZCBxz7H,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,qtr8GGlm4gg,Rural Western Area
Kerefay Loko MCHP,GhXvo3BpCvo,4,ImspTQPwCqd,Sierra Leone,fdc6uOvgoji,Bombali,lY93YpCxJqf,Makari Gbanti
Kholifaga MCHP,lCEeiuv4NaB,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,r1RUyfVBkLp,Sambaia Bendugu
Kholifa Mabang,fwxkctgmffZ,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kholifa Rowalla,PQZJPIpTepd,3,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,,
Kiampkakolo MCHP,Q8oWscr9rlQ,4,ImspTQPwCqd,Sierra Leone,eIQbndfxQMb,Tonkolili,EVkm2xYcf6Z,Malal Mara
Kigbai MCHP,egv5Es0QlQP,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,vWbkYPRmKyS,Baoma
Kindoyal Hospital,uROAmk9ymNE,4,ImspTQPwCqd,Sierra Leone,O6uvpzGd5pu,Bo,U6Kr7Gtpidn,Kakua
KingHarman Rd. Hospital,gei3Sqw8do7,4,ImspTQPwCqd,Sierra Leone,at6UHUQatSo,Western Area,C9uduqDZr9d,Freetown
